Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"RobsonFortaleza, 31, AM(LR),FW","304RobsonFortaleza, 31, AM(LR),FW",  ,3(6),344.0,0.4,0.2,0.9,-,0.3,0.2,-,-,6.38,"304RobsonFortaleza, 31, AM(LR),FW",  ,3(6),344.0,1,-,2,1.1,0.6,0.9,0.2,0.2,1.6,6.38,"304RobsonFortaleza, 31, AM(LR),FW",  ,3(6),344.0,-,1.1,9.7,65.5,0.1,0.7,-,6.38,"304RobsonFortaleza, 31, AM(LR),FW",  ,3(6),344.0,1,-,1,-,2,65.5,0.8,-,6.38
"Vitor RoqueAthletico Paranaense, 17, FW","305Vitor RoqueAthletico Paranaense, 17, FW",  ,2(6),292.0,0.3,0.4,1.4,-,-,0.3,-,-,6.38,"305Vitor RoqueAthletico Paranaense, 17, FW",  ,2(6),292.0,-,-,1.3,-,0.3,1.3,0.4,1,1.8,6.38,"305Vitor RoqueAthletico Paranaense, 17, FW",  ,2(6),292.0,-,-,4.5,63.9,0.1,0.1,-,6.38,"305Vitor RoqueAthletico Paranaense, 17, FW",  ,2(6),292.0,-,-,3,-,1.3,63.9,0.1,-,6.38
"Isidro PittaJuventude, 23, FW","306Isidro PittaJuventude, 23, FW",  ,8(3),721.0,0.4,0.2,0.7,-,0.4,0.1,0.1,-,6.38,"306Isidro PittaJuventude, 23, FW",  ,8(3),721.0,1,-,1.9,0.2,0.5,1.5,0.6,0.6,1.9,6.38,"306Isidro PittaJuventude, 23, FW",  ,8(3),721.0,-,0.2,12.5,68.6,0.1,0.2,-,6.38,"306Isidro PittaJuventude, 23, FW",  ,8(3),721.0,1,-,-,-,1.9,68.6,0.9,1,6.38
"AuremirGoias, 30, D(R),DMC","307AuremirGoias, 30, D(R),DMC",  ,2(3),155.0,1.6,0.4,0.2,-,0.4,0.4,0.2,-,6.37,"307AuremirGoias, 30, D(R),DMC",  ,2(3),155.0,-,-,0.4,0.2,-,-,-,0.2,0.4,6.37,"307AuremirGoias, 30, D(R),DMC",  ,2(3),155.0,-,0.2,18.4,82.6,-,0.4,-,6.37,"307AuremirGoias, 30, D(R),DMC",  ,2(3),155.0,-,-,-,-,0.4,82.6,1.4,-,6.37
"João RicardoCeara, 33, GK","308João RicardoCeara, 33, GK",  ,9,810.0,0.1,-,-,-,0.4,0.1,-,-,6.37,"308João RicardoCeara, 33, GK",  ,9,810.0,-,-,-,-,-,0.1,-,-,0.1,6.37,"308João RicardoCeara, 33, GK",  ,9,810.0,-,-,24.1,75.1,-,5.7,-,6.37,"308João RicardoCeara, 33, GK",  ,9,810.0,-,-,-,-,-,75.1,0.1,-,6.37
"RichardsonCeara, 30, DMC","309RichardsonCeara, 30, DMC",  ,8(1),556.0,1.6,0.6,2.3,0.1,0.4,0.7,0.1,-,6.37,"309RichardsonCeara, 30, DMC",  ,8(1),556.0,-,-,0.3,0.3,0.8,1.6,-,0.4,0.1,6.37,"309RichardsonCeara, 30, DMC",  ,8(1),556.0,-,0.3,31.3,85.5,-,2.8,-,6.37,"309RichardsonCeara, 30, DMC",  ,8(1),556.0,-,-,2,1,0.3,85.5,0.9,-,6.37
"Arthur HenriqueAtletico GO, 28, D(L),M(L)","310Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(5),166.0,0.3,0.9,0.4,0.1,0.1,0.3,0.1,-,6.37,"310Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(5),166.0,-,-,0.1,0.6,1,0.3,-,0.6,1,6.37,"310Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(5),166.0,-,0.6,17.6,82.9,0.4,0.4,-,6.37,"310Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(5),166.0,-,-,-,-,0.1,82.9,0.3,-,6.37
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victor LuisCeara, 29, D(L),M(CL)","311Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),339.0,0.4,0.7,0.4,-,1,0.9,0.3,-,6.37,"311Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),339.0,-,-,0.9,0.6,0.1,0.9,-,0.3,0.6,6.37,"311Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),339.0,-,0.6,30.1,84.8,0.3,1.6,-,6.37,"311Victor LuisCeara, 29, D(L),M(CL)",  ,3(4),339.0,-,-,-,-,0.9,84.8,0.6,-,6.37
"EdinhoJuventude, 28, AM(LR)","312EdinhoJuventude, 28, AM(LR)",  ,2(3),209.0,0.2,0.2,0.8,-,-,-,-,-,6.37,"312EdinhoJuventude, 28, AM(LR)",  ,2(3),209.0,-,1,0.8,1,1,1,-,1,1.2,6.37,"312EdinhoJuventude, 28, AM(LR)",  ,2(3),209.0,1,1,11.6,86.2,0.4,0.2,-,6.37,"312EdinhoJuventude, 28, AM(LR)",  ,2(3),209.0,-,1,-,-,0.8,86.2,0.4,-,6.37
"NathanFluminense, 26, M(CL)","313NathanFluminense, 26, M(CL)",  ,3(2),238.0,0.6,0.4,0.8,-,0.4,0.2,-,-,6.37,"313NathanFluminense, 26, M(CL)",  ,3(2),238.0,-,-,1.2,0.4,0.4,0.6,0.2,0.8,1,6.37,"313NathanFluminense, 26, M(CL)",  ,3(2),238.0,-,0.4,21.4,83.2,0.2,0.2,-,6.37,"313NathanFluminense, 26, M(CL)",  ,3(2),238.0,-,-,1,-,1.2,83.2,1.2,-,6.37
"CapixabaJuventude, 25, AM(LR)","314CapixabaJuventude, 25, AM(LR)",  ,4(2),320.0,1.2,0.2,1,-,0.7,0.7,-,-,6.36,"314CapixabaJuventude, 25, AM(LR)",  ,4(2),320.0,-,-,1.2,0.8,1.2,1.2,-,1.3,2.5,6.36,"314CapixabaJuventude, 25, AM(LR)",  ,4(2),320.0,-,0.8,12.2,78.1,0.7,0.2,-,6.36,"314CapixabaJuventude, 25, AM(LR)",  ,4(2),320.0,-,-,-,-,1.2,78.1,0.5,-,6.36
"Matheus PeixotoCeara, 26, FW","315Matheus PeixotoCeara, 26, FW",  ,2(4),194.0,0.5,0.2,0.5,-,0.2,0.3,0.2,-,6.36,"315Matheus PeixotoCeara, 26, FW",  ,2(4),194.0,-,-,1.7,0.7,0.3,0.5,0.2,0.5,0.5,6.36,"315Matheus PeixotoCeara, 26, FW",  ,2(4),194.0,-,0.7,6.7,72.5,-,0.2,-,6.36,"315Matheus PeixotoCeara, 26, FW",  ,2(4),194.0,-,-,-,-,1.7,72.5,2,-,6.36
"AndréCuiaba, 31, FW","316AndréCuiaba, 31, FW",  ,6(3),435.0,0.2,0.2,1,-,0.1,0.4,-,-,6.35,"316AndréCuiaba, 31, FW",  ,6(3),435.0,2,-,1.2,0.6,0.7,1.2,-,0.4,1.6,6.35,"316AndréCuiaba, 31, FW",  ,6(3),435.0,-,0.6,10.9,71.4,-,0.1,-,6.35,"316AndréCuiaba, 31, FW",  ,6(3),435.0,2,-,1,-,1.2,71.4,0.7,-,6.35
"NatanaelCoritiba, 20, D(R)","317NatanaelCoritiba, 20, D(R)",  ,1(5),224.0,0.8,0.8,0.5,-,0.8,0.5,-,-,6.35,"317NatanaelCoritiba, 20, D(R)",  ,1(5),224.0,-,-,-,-,0.5,0.8,-,-,1,6.35,"317NatanaelCoritiba, 20, D(R)",  ,1(5),224.0,-,-,15.2,75.8,0.5,0.2,-,6.35,"317NatanaelCoritiba, 20, D(R)",  ,1(5),224.0,-,-,-,-,-,75.8,0.2,-,6.35
"VitinhoAthletico Paranaense, 23, AM(L)","318VitinhoAthletico Paranaense, 23, AM(L)",  ,3(2),280.0,0.2,0.2,0.4,-,0.2,0.8,-,-,6.35,"318VitinhoAthletico Paranaense, 23, AM(L)",  ,3(2),280.0,-,-,1.6,0.2,1,0.2,0.2,1.6,2,6.35,"318VitinhoAthletico Paranaense, 23, AM(L)",  ,3(2),280.0,-,0.2,18.0,75.6,-,0.2,-,6.35,"318VitinhoAthletico Paranaense, 23, AM(L)",  ,3(2),280.0,-,-,1,-,1.6,75.6,1.2,-,6.35
"Júnior MoraesCorinthians, 35, FW","319Júnior MoraesCorinthians, 35, FW",  ,3(2),220.0,0.4,0.4,0.6,0.4,-,-,0.2,-,6.34,"319Júnior MoraesCorinthians, 35, FW",  ,3(2),220.0,-,-,0.6,0.2,0.2,0.6,-,0.8,1.2,6.34,"319Júnior MoraesCorinthians, 35, FW",  ,3(2),220.0,-,0.2,7.2,77.8,-,-,-,6.34,"319Júnior MoraesCorinthians, 35, FW",  ,3(2),220.0,-,-,-,-,0.6,77.8,0.6,-,6.34
"Diego ChurínAtletico GO, 32, FW","320Diego ChurínAtletico GO, 32, FW",  ,5(6),516.0,0.3,-,0.8,-,0.5,0.4,-,-,6.34,"320Diego ChurínAtletico GO, 32, FW",  ,5(6),516.0,1,-,1.5,0.2,0.1,0.9,0.2,0.3,0.8,6.34,"320Diego ChurínAtletico GO, 32, FW",  ,5(6),516.0,-,0.2,12.7,64.3,0.1,0.1,-,6.34,"320Diego ChurínAtletico GO, 32, FW",  ,5(6),516.0,1,-,1,-,1.5,64.3,2.5,-,6.34
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luan DiasGoias, 25, Forward","321Luan DiasGoias, 25, Forward",  ,3(3),233.0,1.2,0.5,1.3,-,0.3,1.3,-,-,6.32,"321Luan DiasGoias, 25, Forward",  ,3(3),233.0,-,-,0.7,0.2,1,1,0.2,0.7,0.7,6.32,"321Luan DiasGoias, 25, Forward",  ,3(3),233.0,-,0.2,11.0,80.3,0.2,0.3,-,6.32,"321Luan DiasGoias, 25, Forward",  ,3(3),233.0,-,-,2,-,0.7,80.3,0.2,-,6.32
"ShaylonAtletico GO, 25, D(R),M(CR)","322ShaylonAtletico GO, 25, D(R),M(CR)",  ,4(4),428.0,0.3,0.1,0.6,-,0.5,0.4,-,-,6.31,"322ShaylonAtletico GO, 25, D(R),M(CR)",  ,4(4),428.0,-,-,1.1,0.9,0.6,0.1,0.1,0.4,0.6,6.31,"322ShaylonAtletico GO, 25, D(R),M(CR)",  ,4(4),428.0,-,0.9,23.8,84.7,0.9,1,-,6.31,"322ShaylonAtletico GO, 25, D(R),M(CR)",  ,4(4),428.0,-,-,1,-,1.1,84.7,-,-,6.31
"RoniCorinthians, 23, M(C)","323RoniCorinthians, 23, M(C)",  ,4(4),362.0,1.3,0.5,0.8,-,-,0.6,0.1,1,6.31,"323RoniCorinthians, 23, M(C)",  ,4(4),362.0,-,1,0.4,0.3,0.1,0.3,-,0.1,0.5,6.31,"323RoniCorinthians, 23, M(C)",  ,4(4),362.0,1,0.3,19.6,82.2,-,0.9,-,6.31,"323RoniCorinthians, 23, M(C)",  ,4(4),362.0,-,1,2,-,0.4,82.2,0.5,-,6.31
"CamachoSantos FC, 32, DMC","324CamachoSantos FC, 32, DMC",  ,2(4),261.0,1.8,0.2,1.5,-,0.3,1.5,0.3,-,6.31,"324CamachoSantos FC, 32, DMC",  ,2(4),261.0,-,-,0.3,0.7,0.2,0.5,-,0.3,-,6.31,"324CamachoSantos FC, 32, DMC",  ,2(4),261.0,-,0.7,26.2,87.9,-,1.3,-,6.31,"324CamachoSantos FC, 32, DMC",  ,2(4),261.0,-,-,3,-,0.3,87.9,0.3,-,6.31
"Jean CléberAvai FC, 32, M(C)","325Jean CléberAvai FC, 32, M(C)",  ,2(4),137.0,0.7,0.7,0.5,-,0.2,-,-,-,6.31,"325Jean CléberAvai FC, 32, M(C)",  ,2(4),137.0,-,-,-,0.7,0.3,0.5,-,0.5,0.8,6.31,"325Jean CléberAvai FC, 32, M(C)",  ,2(4),137.0,-,0.7,12.3,81.1,-,1.3,0.2,6.31,"325Jean CléberAvai FC, 32, M(C)",  ,2(4),137.0,-,-,1,-,-,81.1,0.2,-,6.31
"Léo PereiraAtletico GO, 22, AM(LR)","326Léo PereiraAtletico GO, 22, AM(LR)",  ,3(5),373.0,0.4,0.3,1.3,-,0.3,0.6,-,-,6.31,"326Léo PereiraAtletico GO, 22, AM(LR)",  ,3(5),373.0,1,-,0.8,0.9,0.6,0.9,-,1,1.9,6.31,"326Léo PereiraAtletico GO, 22, AM(LR)",  ,3(5),373.0,-,0.9,9.9,75.9,0.4,-,-,6.31,"326Léo PereiraAtletico GO, 22, AM(LR)",  ,3(5),373.0,1,-,4,-,0.8,75.9,0.4,-,6.31
"Tchê TchêBotafogo RJ, 29, M(CR)","327Tchê TchêBotafogo RJ, 29, M(CR)",  ,8(1),685.0,0.7,0.9,1.9,-,0.4,0.9,-,-,6.3,"327Tchê TchêBotafogo RJ, 29, M(CR)",  ,8(1),685.0,-,-,0.8,0.8,0.2,1,-,0.3,0.7,6.3,"327Tchê TchêBotafogo RJ, 29, M(CR)",  ,8(1),685.0,-,0.8,33.9,86.2,-,1.8,-,6.3,"327Tchê TchêBotafogo RJ, 29, M(CR)",  ,8(1),685.0,-,-,1,-,0.8,86.2,0.2,-,6.3
"Jean PyerreAvai FC, 24, AM(C)","328Jean PyerreAvai FC, 24, AM(C)",  ,0(8),182.0,0.4,0.1,0.1,-,-,0.1,-,-,6.3,"328Jean PyerreAvai FC, 24, AM(C)",  ,0(8),182.0,1,-,0.5,0.4,0.4,0.4,-,0.3,0.1,6.3,"328Jean PyerreAvai FC, 24, AM(C)",  ,0(8),182.0,-,0.4,21.5,84.3,-,0.9,-,6.3,"328Jean PyerreAvai FC, 24, AM(C)",  ,0(8),182.0,1,-,1,-,0.5,84.3,0.4,-,6.3
"MarceloAthletico Paranaense, 30, AM(CR),FW","329MarceloAthletico Paranaense, 30, AM(CR),FW",  ,4(1),290.0,0.8,0.6,0.6,-,0.4,0.6,-,-,6.3,"329MarceloAthletico Paranaense, 30, AM(CR),FW",  ,4(1),290.0,-,-,0.6,0.4,-,0.8,0.4,0.8,1.2,6.3,"329MarceloAthletico Paranaense, 30, AM(CR),FW",  ,4(1),290.0,-,0.4,8.6,60.5,0.2,0.2,-,6.3,"329MarceloAthletico Paranaense, 30, AM(CR),FW",  ,4(1),290.0,-,-,-,-,0.6,60.5,1.2,-,6.3
"Marcão SilvaCuiaba, 31, DMC","331Marcão SilvaCuiaba, 31, DMC",  ,1(5),202.0,0.5,0.3,0.8,-,0.5,0.5,-,-,6.28,"331Marcão SilvaCuiaba, 31, DMC",  ,1(5),202.0,-,-,1,-,0.7,0.2,-,0.2,0.2,6.28,"331Marcão SilvaCuiaba, 31, DMC",  ,1(5),202.0,-,-,9.5,87.7,-,0.3,-,6.28,"331Marcão SilvaCuiaba, 31, DMC",  ,1(5),202.0,-,-,-,-,1,87.7,1,-,6.28
"Guilherme BiroCoritiba, 22, D(L)","332Guilherme BiroCoritiba, 22, D(L)",  ,6(2),417.0,0.6,1.1,1,0.1,1.1,0.4,0.1,-,6.28,"332Guilherme BiroCoritiba, 22, D(L)",  ,6(2),417.0,-,-,0.4,0.6,0.5,0.1,-,0.3,0.5,6.28,"332Guilherme BiroCoritiba, 22, D(L)",  ,6(2),417.0,-,0.6,17.9,75.5,0.4,0.6,-,6.28,"332Guilherme BiroCoritiba, 22, D(L)",  ,6(2),417.0,-,-,2,-,0.4,75.5,0.5,-,6.28
"William MatheusJuventude, 32, D(L),M(L)","333William MatheusJuventude, 32, D(L),M(L)",  ,7(1),486.0,1,0.4,1.1,-,3.1,-,0.3,-,6.28,"333William MatheusJuventude, 32, D(L),M(L)",  ,7(1),486.0,-,-,0.3,0.5,0.1,0.3,-,0.8,0.4,6.28,"333William MatheusJuventude, 32, D(L),M(L)",  ,7(1),486.0,-,0.5,26.4,76.8,0.4,1.4,-,6.28,"333William MatheusJuventude, 32, D(L),M(L)",  ,7(1),486.0,-,-,4,-,0.3,76.8,1.5,-,6.28
"Rodrigo LindosoCeara, 33, DMC","334Rodrigo LindosoCeara, 33, DMC",  ,4(2),340.0,1.2,0.5,0.7,-,0.5,1,0.5,-,6.27,"334Rodrigo LindosoCeara, 33, DMC",  ,4(2),340.0,-,-,1,0.5,-,0.3,-,0.2,0.5,6.27,"334Rodrigo LindosoCeara, 33, DMC",  ,4(2),340.0,-,0.5,30.2,86.7,-,1.5,-,6.27,"334Rodrigo LindosoCeara, 33, DMC",  ,4(2),340.0,-,-,2,-,1,86.7,1.3,-,6.27
"Matheus NascimentoBotafogo RJ, 18, FW","335Matheus NascimentoBotafogo RJ, 18, FW",  ,2(7),259.0,0.4,-,0.4,-,0.2,0.3,0.1,-,6.27,"335Matheus NascimentoBotafogo RJ, 18, FW",  ,2(7),259.0,-,-,1.2,0.1,0.4,0.8,-,0.2,1.1,6.27,"335Matheus NascimentoBotafogo RJ, 18, FW",  ,2(7),259.0,-,0.1,4.7,69.0,-,0.2,-,6.27,"335Matheus NascimentoBotafogo RJ, 18, FW",  ,2(7),259.0,-,-,-,-,1.2,69.0,0.8,-,6.27
"Adrián MartínezCoritiba, 30, FW","336Adrián MartínezCoritiba, 30, FW",  ,3(5),337.0,0.1,0.1,0.9,-,0.4,0.6,-,-,6.27,"336Adrián MartínezCoritiba, 30, FW",  ,3(5),337.0,1,1,1.1,0.6,0.1,0.3,0.1,0.4,1.3,6.27,"336Adrián MartínezCoritiba, 30, FW",  ,3(5),337.0,1,0.6,7.5,65.0,-,0.1,-,6.27,"336Adrián MartínezCoritiba, 30, FW",  ,3(5),337.0,1,1,2,-,1.1,65.0,1,-,6.27
"DavidInternacional, 26, AM(CLR),FW","337DavidInternacional, 26, AM(CLR),FW",  ,4(3),344.0,0.4,-,0.9,-,0.3,0.6,-,-,6.27,"337DavidInternacional, 26, AM(CLR),FW",  ,4(3),344.0,-,1,1.3,0.3,0.1,1,0.6,0.6,1,6.27,"337DavidInternacional, 26, AM(CLR),FW",  ,4(3),344.0,1,0.3,11.0,80.5,-,0.1,-,6.27,"337DavidInternacional, 26, AM(CLR),FW",  ,4(3),344.0,-,1,-,1,1.3,80.5,0.9,-,6.27
"Ricardo GoulartSantos FC, 31, AM(CR),FW","338Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,3(4),204.0,0.3,-,0.4,-,0.6,-,-,-,6.27,"338Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,3(4),204.0,-,-,0.6,0.7,0.3,0.6,-,-,0.6,6.27,"338Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,3(4),204.0,-,0.7,8.1,70.2,0.3,-,-,6.27,"338Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,3(4),204.0,-,-,1,-,0.6,70.2,0.4,-,6.27
"ÉderSao Paulo, 35, AM(CLR),FW","339ÉderSao Paulo, 35, AM(CLR),FW",  ,4(4),331.0,0.5,0.1,0.5,-,-,0.3,-,-,6.26,"339ÉderSao Paulo, 35, AM(CLR),FW",  ,4(4),331.0,-,-,0.9,0.6,0.4,0.3,0.4,0.1,1.5,6.26,"339ÉderSao Paulo, 35, AM(CLR),FW",  ,4(4),331.0,-,0.6,6.9,83.6,-,0.1,-,6.26,"339ÉderSao Paulo, 35, AM(CLR),FW",  ,4(4),331.0,-,-,-,-,0.9,83.6,0.6,-,6.26
"David BrazFluminense, 35, D(C)","340David BrazFluminense, 35, D(C)",  ,6,359.0,0.5,0.7,1.3,1.2,1.5,0.5,0.5,-,6.26,"340David BrazFluminense, 35, D(C)",  ,6,359.0,-,-,0.7,0.2,0.3,0.3,-,0.5,0.8,6.26,"340David BrazFluminense, 35, D(C)",  ,6,359.0,-,0.2,35.8,87.4,-,2.3,-,6.26,"340David BrazFluminense, 35, D(C)",  ,6,359.0,-,-,1,2,0.7,87.4,1.5,-,6.26
"Míchel MacedoCeara, 32, D(R)","341Míchel MacedoCeara, 32, D(R)",  ,4(1),291.0,0.4,0.2,0.8,-,1,0.4,0.2,-,6.25,"341Míchel MacedoCeara, 32, D(R)",  ,4(1),291.0,-,-,0.6,-,0.4,0.2,-,0.4,0.4,6.25,"341Míchel MacedoCeara, 32, D(R)",  ,4(1),291.0,-,-,26.2,83.2,-,1.2,-,6.25,"341Míchel MacedoCeara, 32, D(R)",  ,4(1),291.0,-,-,-,-,0.6,83.2,1,-,6.25
"Léo CittadiniAthletico Paranaense, 28, M(CLR)","342Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,0(6),156.0,0.3,0.2,1.2,-,0.3,-,-,-,6.25,"342Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,0(6),156.0,1,-,0.3,-,-,0.5,-,0.2,0.7,6.25,"342Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,0(6),156.0,-,-,12.0,97.2,-,0.2,-,6.25,"342Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,0(6),156.0,1,-,1,-,0.3,97.2,-,-,6.25
"Emiliano RigoniSao Paulo, 29, M(CLR),FW","343Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(5),163.0,0.7,0.3,0.5,-,0.3,0.5,-,-,6.25,"343Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(5),163.0,-,-,0.7,0.3,0.2,0.3,-,0.3,0.8,6.25,"343Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(5),163.0,-,0.3,13.3,80.0,1,1.2,-,6.25,"343Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(5),163.0,-,-,-,-,0.7,80.0,0.5,-,6.25
"Edson FernandoAtletico GO, 24, DMC","344Edson FernandoAtletico GO, 24, DMC",  ,2(5),171.0,0.7,0.3,1,-,0.6,0.1,-,-,6.25,"344Edson FernandoAtletico GO, 24, DMC",  ,2(5),171.0,-,-,0.1,0.1,0.1,0.9,-,0.3,0.1,6.25,"344Edson FernandoAtletico GO, 24, DMC",  ,2(5),171.0,-,0.1,17.4,94.3,-,1.3,-,6.25,"344Edson FernandoAtletico GO, 24, DMC",  ,2(5),171.0,-,-,3,-,0.1,94.3,0.4,-,6.25
"WellingtonFluminense, 31, DMC","345WellingtonFluminense, 31, DMC",  ,4(1),262.0,0.4,0.4,0.2,-,1,0.2,0.2,-,6.24,"345WellingtonFluminense, 31, DMC",  ,4(1),262.0,-,1,-,0.8,-,0.2,-,0.2,0.6,6.24,"345WellingtonFluminense, 31, DMC",  ,4(1),262.0,1,0.8,33.0,87.3,-,2.8,-,6.24,"345WellingtonFluminense, 31, DMC",  ,4(1),262.0,-,1,-,-,-,87.3,-,-,6.24
"SandrySantos FC, 19, DMC","346SandrySantos FC, 19, DMC",  ,1(5),186.0,1.2,0.3,0.3,-,-,1,-,-,6.23,"346SandrySantos FC, 19, DMC",  ,1(5),186.0,-,-,0.3,0.7,0.2,0.5,-,-,0.2,6.23,"346SandrySantos FC, 19, DMC",  ,1(5),186.0,-,0.7,21.0,84.1,0.3,1.3,-,6.23,"346SandrySantos FC, 19, DMC",  ,1(5),186.0,-,-,-,-,0.3,84.1,0.2,-,6.23
"Vitor MendesJuventude, 23, D(C)","347Vitor MendesJuventude, 23, D(C)",  ,5,442.0,1,1.6,1.2,0.4,3.8,0.6,0.4,-,6.22,"347Vitor MendesJuventude, 23, D(C)",  ,5,442.0,-,-,1.4,0.2,-,1.2,-,0.2,0.8,6.22,"347Vitor MendesJuventude, 23, D(C)",  ,5,442.0,-,0.2,43.2,79.2,-,3,-,6.22,"347Vitor MendesJuventude, 23, D(C)",  ,5,442.0,-,-,1,1,1.4,79.2,3.6,-,6.22
"Breno LopesPalmeiras, 26, AM(R)","348Breno LopesPalmeiras, 26, AM(R)",  ,0(6),89.0,0.2,-,0.2,-,-,-,-,-,6.21,"348Breno LopesPalmeiras, 26, AM(R)",  ,0(6),89.0,-,-,0.2,0.3,0.3,0.5,0.5,-,0.2,6.21,"348Breno LopesPalmeiras, 26, AM(R)",  ,0(6),89.0,-,0.3,6.2,78.4,0.2,0.8,-,6.21,"348Breno LopesPalmeiras, 26, AM(R)",  ,0(6),89.0,-,-,-,-,0.2,78.4,-,-,6.21
"ClaytonCoritiba, 23, Forward","349ClaytonCoritiba, 23, Forward",  ,1(4),131.0,0.4,-,1,-,0.4,-,-,-,6.19,"349ClaytonCoritiba, 23, Forward",  ,1(4),131.0,-,-,1,1,-,1.2,0.8,0.6,1,6.19,"349ClaytonCoritiba, 23, Forward",  ,1(4),131.0,-,1,5.0,76.0,-,0.4,-,6.19,"349ClaytonCoritiba, 23, Forward",  ,1(4),131.0,-,-,1,-,1,76.0,1.2,-,6.19
"Wellington PaulistaAmerica MG, 39, AM(R),FW","350Wellington PaulistaAmerica MG, 39, AM(R),FW",  ,1(5),191.0,-,-,0.5,-,0.3,0.2,-,-,6.19,"350Wellington PaulistaAmerica MG, 39, AM(R),FW",  ,1(5),191.0,-,-,0.5,-,0.2,0.5,0.3,0.3,0.7,6.19,"350Wellington PaulistaAmerica MG, 39, AM(R),FW",  ,1(5),191.0,-,-,7.0,64.3,-,-,-,6.19,"350Wellington PaulistaAmerica MG, 39, AM(R),FW",  ,1(5),191.0,-,-,-,-,0.5,64.3,1.2,-,6.19
"RégisCoritiba, 29, AM(C)","351RégisCoritiba, 29, AM(C)",  ,3(4),260.0,0.3,-,0.3,-,-,0.7,-,-,6.19,"351RégisCoritiba, 29, AM(C)",  ,3(4),260.0,-,-,0.3,0.6,0.4,0.3,-,0.3,0.7,6.19,"351RégisCoritiba, 29, AM(C)",  ,3(4),260.0,-,0.6,10.0,82.9,0.1,0.6,-,6.19,"351RégisCoritiba, 29, AM(C)",  ,3(4),260.0,-,-,-,-,0.3,82.9,0.1,-,6.19
"Silvio RomeroFortaleza, 34, AM(R),FW","352Silvio RomeroFortaleza, 34, AM(R),FW",  ,7(2),486.0,-,0.1,0.4,-,0.4,0.3,-,-,6.18,"352Silvio RomeroFortaleza, 34, AM(R),FW",  ,7(2),486.0,-,-,1.8,0.9,0.2,0.7,0.4,0.7,1.2,6.18,"352Silvio RomeroFortaleza, 34, AM(R),FW",  ,7(2),486.0,-,0.9,9.2,73.5,-,0.1,-,6.18,"352Silvio RomeroFortaleza, 34, AM(R),FW",  ,7(2),486.0,-,-,-,-,1.8,73.5,0.3,-,6.18
"WillianFluminense, 35, AM(CLR),FW","353WillianFluminense, 35, AM(CLR),FW",  ,2(8),168.0,0.2,0.3,0.3,-,0.1,0.2,-,-,6.18,"353WillianFluminense, 35, AM(CLR),FW",  ,2(8),168.0,-,1,0.3,0.3,0.3,0.3,0.1,0.3,0.1,6.18,"353WillianFluminense, 35, AM(CLR),FW",  ,2(8),168.0,1,0.3,5.2,84.6,0.1,0.1,-,6.18,"353WillianFluminense, 35, AM(CLR),FW",  ,2(8),168.0,-,1,1,-,0.3,84.6,0.1,-,6.18
"Renato JúniorGoias, 20, Forward","354Renato JúniorGoias, 20, Forward",  ,0(8),137.0,0.9,-,0.6,-,0.1,0.1,-,-,6.18,"354Renato JúniorGoias, 20, Forward",  ,0(8),137.0,-,-,0.3,0.4,0.5,0.4,-,0.6,1.5,6.18,"354Renato JúniorGoias, 20, Forward",  ,0(8),137.0,-,0.4,4.5,88.9,-,0.1,-,6.18,"354Renato JúniorGoias, 20, Forward",  ,0(8),137.0,-,-,2,-,0.3,88.9,0.5,-,6.18
